race_no,declaration_events_id,horse_weight,color,venue_id,venueName,Race_No,Horse_No,trainer_id,jockey_id,declaration_distance,rating,season_id,Won_by,Timing,dist_win,closing_odds,allowence,dr_no,LF,withdraw,preRating,breederId,sireId,damId,complete_results_id,declaration_date,declaration_details_id,sireName,damName,event_name,horse_id,horseName,exName,sex,age,horse_rating,place,jockeyName,trainerName
Race4,155023,57.5,b,7,DELHI,155023,3,386,2075,1600,75,353,3/4,1:38.41,1 3/4,,,8,A,0,78,0,1982,17137,41788,2024-03-30,1791855,West Virginia(USA),Glynneath,The Stewards Cup,59291,LODGE KEEPER,,g,7,75,2,Akash Rajput,V S Parmar
Race4,155023,56.5,b,7,DELHI,155023,4,387,339,1600,73,353,,,0,,,,,2,73,62,2118,14204,41788,2024-03-30,1791856,Roderic O'Connor(IRE),Evatina,The Stewards Cup,60222,ASHWA FIGARO,,m,5,73,0,WITHDRAWN,S Nawab
Race4,155023,55.5,b,7,DELHI,155023,5,716,2339,1600,71,353,1,1:38.88,4 1/2,,-5,5,A,0,70,0,2037,17847,41788,2024-03-30,1791857,Arazan(IRE),Heliconia,The Stewards Cup,61187,HALCYON,FADA,m,5,71,5,Shivam,Rajinder
Race4,155023,55,b,7,DELHI,155023,6,822,2317,1600,70,353,1,1:38.55,2 1/2,,,3,A,0,56,0,1950,17716,41788,2024-03-30,1791858,Declaration of War(IRE),City Of Destiny,The Stewards Cup,62096,ROCKET PANDEY,,c,4,70,3,Vivek G,R KUMAR
Race4,155023,55,b,7,DELHI,155023,7,386,2341,1600,70,353,1 3/4,1:38.13,0,,-3.5,2,A,0,55,163,1863,17491,41788,2024-03-30,1791859,Mull of Kintyre(USA),Court Dancer,The Stewards Cup,58481,TREASURE,,m,7,70,1,Varun,V S Parmar
Race4,155023,53.5,b,7,DELHI,155023,8,246,2034,1600,67,353,1,1:38.70,3 1/2,,-3.5,4,A,0,70,1187,1002,17654,41788,2024-03-30,1791860,Juniper(USA),Royal Passion,The Stewards Cup,59133,MASTER STOUTE,,g,7,67,4,N S Rathore,S Ali Khan
Race4,155023,51.5,b,7,DELHI,155023,9,386,1515,1600,63,353,2,1:39.85,10 1/2,,,1,A,0,66,0,2080,14297,41788,2024-03-30,1791861,Green Coast(IRE),FALL OF THE HAMMER,The Stewards Cup,59690,GURBAAZ,,g,5,63,7,D S Deora,V S Parmar
Race5,155024,61.5,gr,7,DELHI,155024,1,261,339,1200,29,353,,,0,,,,,2,32,123,1989,11678,41789,2024-03-30,1791862,Win Legend(JPN),Annakita,The Fair Decision Plate Div-1,56371,GOLD GRAY,ARMIN,g,9,29,0,WITHDRAWN,Mallikarjun
Race5,155024,60.5,b,7,DELHI,155024,2,802,1517,1200,27,353,,1:18.91,43 3/4,,,7,S,0,27,67,2174,17734,41789,2024-03-30,1791863,Tenth Star(IRE),Tamarai,The Fair Decision Plate Div-1,63109,KARNI KIRPA,,f,4,27,6,Sandeep Rajput,Imdad Ali Khan
Race5,155024,60,b,7,DELHI,155024,3,235,2340,1200,26,353,5 1/4,1:11.91,0,,-3.5,6,A,0,11,0,2157,17164,41789,2024-03-30,1791864,Net Whizz(USA),Flying Snow,The Fair Decision Plate Div-1,61684,BAHADUR,NRI MALE,g,5,26,2,Faizaan Khan,Mohsin Khan
Race5,155024,60,ch,7,DELHI,155024,4,261,2273,1200,26,353,8 1/4,1:12.74,5 1/4,,,5,A,0,29,163,2095,14128,41789,2024-03-30,1791865,Dean's Kitten(USA),HAWAFIZ(GB),The Fair Decision Plate Div-1,58165,STRIKING DISTANCE,,m,8,26,4,Angad,Mallikarjun
Race5,155024,57.5,dkb,7,DELHI,155024,5,386,1515,1200,21,353,NECK,1:11.86,0,,,2,A,0,24,1141,1446,17559,41789,2024-03-30,1791866,Stardan(IRE),Moonscape,The Fair Decision Plate Div-1,58701,VEDAGARBHA,PROGRESSIVE,m,7,21,1,D S Deora,V S Parmar
Race5,155024,55,b,7,DELHI,155024,6,231,2341,1200,16,353,NOSE,1:12.74,5 1/4,,-3.5,3,A,0,16,41,1934,17722,41789,2024-03-30,1791867,Sedgefield(USA),Grenadine,The Fair Decision Plate Div-1,62291,BURNING DESIRE,,f,4,16,3,Varun,H Ali Khan
Race5,155024,52,dkb,7,DELHI,155024,7,716,2075,1200,10,353,30 1/4,1:14.07,13 1/2,,,4,A,0,10,0,1446,16352,41789,2024-03-30,1791868,Stardan(IRE),SUPER SONIC,The Fair Decision Plate Div-1,59134,SUI GENERIS,,g,7,10,5,Akash Rajput,Rajinder
Race6,155025,59,b,7,DELHI,155025,1,386,1515,1200,24,353,5 1/2,1:11.33,0,,,2,A,0,27,1141,1446,17787,41790,2024-03-30,1791869,Stardan(IRE),Passion 'N' Flames,The Fair Decision Plate Div-2,61895,TANTALISING STAR,,g,4,18,1,D S Deora,V S Parmar
Race6,155025,57.5,b,7,DELHI,155025,2,387,2340,1200,15,353,3 1/4,1:12.22,5 1/2,,-3.5,4,A,0,15,0,2152,16242,41790,2024-03-30,1791870,Ampere(FR),GAVOTTE(GB),The Fair Decision Plate Div-2,60267,ASHWA SULTAN,,g,6,15,2,Faizaan Khan,S Nawab
Race6,155025,57.5,b,7,DELHI,155025,3,723,754,1200,15,353,2 1/4,1:12.73,8 3/4,,,1,A,0,18,93,2152,17027,41790,2024-03-30,1791871,Ampere(FR),Hugoshair(IRE),The Fair Decision Plate Div-2,61548,DIGAMBER,DIAMONDINTHEROUGH,g,5,15,3,Rajinder Saini,R K Saini
Race6,155025,57,b,7,DELHI,155025,4,261,2273,1200,14,353,12,1:13.30,12 1/4,,,3,A,0,14,132,2159,15601,41790,2024-03-30,1791872,Saamidd(GB),OFFSHORE ANNA(IRE),The Fair Decision Plate Div-2,57865,WANDERING ANGEL,EL MULANO,m,7,14,5,Angad,Mallikarjun
Race6,155025,56.5,dkb,7,DELHI,155025,5,261,1501,1200,13,353,,1:15.24,24 1/4,,,5,A,0,13,53,1976,16433,41790,2024-03-30,1791873,Top Class(USA),Abdicate(IRE),The Fair Decision Plate Div-2,59100,OSIBISA,,m,7,13,6,P Kiran Rai,Mallikarjun
Race6,155025,52.5,b,7,DELHI,155025,6,716,2075,1200,5,353,1 1/4,1:13.09,11,,,6,A,0,8,0,2080,16914,41790,2024-03-30,1791874,Green Coast(IRE),Spiffy,The Fair Decision Plate Div-2,60347,TEXAS GUN,,g,5,5,4,Akash Rajput,Rajinder
