race_no,declaration_events_id,horse_weight,color,venue_id,venueName,Race_No,Horse_No,trainer_id,jockey_id,declaration_distance,rating,season_id,Won_by,Timing,dist_win,closing_odds,allowence,dr_no,LF,withdraw,preRating,breederId,sireId,damId,complete_results_id,declaration_date,declaration_details_id,sireName,damName,event_name,horse_id,horseName,exName,sex,age,horse_rating,place,jockeyName,trainerName
Race2,155003,53,ch,7,DELHI,155003,6,716,2331,1100,12,353,5 1/2,1:09.03,11 3/4,,-1.5,8,A,0,15,0,2173,15837,41780,2024-03-28,1791723,Planetaire(GB),QUEVEDA(IRE),The North East Zone Plate,61367,LOVING DREAM,,m,4,12,7,Arjun,Rajinder
Race2,155003,52.5,dkb,7,DELHI,155003,7,387,51,1100,11,353,1/2,1:07.11,0,,,1,A,0,11,48,1930,18057,41780,2024-03-28,1791724,Phoenix Tower(USA),Fortitude,The North East Zone Plate,8882,ASHWA FRANKIE,FRANKIE,g,5,11,1,G S Shekhawat,S Nawab
Race2,155003,50,b,7,DELHI,155003,8,802,2340,1100,6,353,3 1/2,1:08.05,5 3/4,,-3.5,9,A,0,9,62,2037,14003,41780,2024-03-28,1791725,Arazan(IRE),MISS DANEHILL(IRE),The North East Zone Plate,58592,WORLD IS ONE,KNIGHT SUPERIOR,g,8,6,4,Faizaan Khan,Imdad Ali Khan
Race2,155003,49,dkb,7,DELHI,155003,9,387,752,1100,4,353,,1:09.93,17 1/4,,,2,S,0,6,1166,1930,11511,41780,2024-03-28,1791726,Phoenix Tower(USA),SUGAR ZONE,The North East Zone Plate,62100,ASHWA BINACA,,f,4,4,8,K Sunny Kumar,S Nawab
Race3,155004,59.5,b,7,DELHI,155004,1,235,36,1200,46,353,3/4,1:13.39,2 1/4,,,5,A,0,45,1173,905,17515,41781,2024-03-28,1791727,Black Cash(USA),Avision,The Academy Takenpur Plate Div-1,59625,FOVEAL VISION,,g,7,46,3,Dilip Singh,Mohsin Khan
Race3,155004,59,b,7,DELHI,155004,2,261,1501,1200,45,353,1/2,1:13.05,0,,,6,S,0,44,62,1907,16458,41781,2024-03-28,1791728,Excellent Art(GB),Nijinsky Bullet(USA),The Academy Takenpur Plate Div-1,59221,VIGGEN,BERKELEY,g,6,45,1,P Kiran Rai,Mallikarjun
Race3,155004,58.5,dkb,7,DELHI,155004,3,233,2341,1200,44,353,2 1/4,1:13.88,5,,-3.5,4,A,0,44,69,2136,16721,41781,2024-03-28,1791729,Surfrider(IRE),Amouresque,The Academy Takenpur Plate Div-1,60637,MERIDIA,,m,5,44,7,Varun,I S Parmar
Race3,155004,56.5,b,7,DELHI,155004,4,822,2339,1200,40,353,,1:14.24,7 1/4,,-5,3,A,0,43,844,2048,16274,41781,2024-03-28,1791730,Varenar(FR),Sine Qua Non,The Academy Takenpur Plate Div-1,60212,BIG BANG,CINQUANTE CINQ,m,6,40,8,Shivam,R KUMAR
Race3,155004,56.5,b,7,DELHI,155004,5,716,829,1200,40,353,1 1/4,1:13.66,3 3/4,,,2,S,0,43,132,2153,14731,41781,2024-03-28,1791731,Corporate Jungle(USA),Welltold(IRE),The Academy Takenpur Plate Div-1,58999,USTAAD JI,SCOTLAND,g,8,40,5,Jai Parkash,Rajinder
Race3,155004,56,ch,7,DELHI,155004,6,690,2141,1200,39,353,Neck,1:13.84,5,,,8,S,0,39,1177,2137,15899,41781,2024-03-28,1791732,Western Aristocrat(USA),AMBER VALLEY(GB),The Academy Takenpur Plate Div-1,58628,INTENSE APPROACH,,g,7,39,6,Muzammil Hashmi,Sarfaraz Khan
Race3,155004,55,b,7,DELHI,155004,7,717,1515,1200,37,353,1 3/4,1:13.12,1/2,,,1,A,0,37,0,1950,16528,41781,2024-03-28,1791733,Declaration of War(IRE),Above The Line,The Academy Takenpur Plate Div-1,62098,THE RANGER BOY,,g,4,37,2,D S Deora,Ajay Sharma
Race3,155004,54,b,7,DELHI,155004,8,802,2078,1200,35,353,3/4,1:13.54,3,,,7,S,0,32,0,2095,16681,41781,2024-03-28,1791734,Dean's Kitten(USA),Aariya,The Academy Takenpur Plate Div-1,61584,ZILLIE,,m,4,35,4,M B Qureshi,Imdad Ali Khan
Race4,155005,59,b,7,DELHI,155005,1,235,36,1200,42,353,4 1/2,1:14.42,4 3/4,,,3,S,0,42,41,1060,7638,41782,2024-03-28,1791735,Hymn(IRE),CODE RED ,The Academy Takenpur Plate Div-2,59200,FUEL,CURFEW,m,7,42,4,Dilip Singh,Mohsin Khan
Race4,155005,56,ch,7,DELHI,155005,2,717,1515,1200,36,353,1 3/4,1:14.15,3,,,2,A,0,39,163,2095,13829,41782,2024-03-28,1791736,Dean's Kitten(USA),SO SWING(ITY),The Academy Takenpur Plate Div-2,58393,MIGHTY,,m,8,36,3,D S Deora,Ajay Sharma
Race4,155005,55.5,b,7,DELHI,155005,3,261,1501,1200,35,353,71 3/4,1:15.19,9 1/4,,,5,S,0,35,62,2037,17003,41782,2024-03-28,1791737,Arazan(IRE),Brookly,The Academy Takenpur Plate Div-2,57099,COMMANDPOST,,g,9,35,6,P Kiran Rai,Mallikarjun
Race4,155005,53.5,b,7,DELHI,155005,4,802,2078,1200,31,353,Neck,1:15.13,9 1/4,,,7,A,0,16,1192,2169,17115,41782,2024-03-28,1791738,Gusto(GB),Spirited Challenge,The Academy Takenpur Plate Div-2,59870,KNOTT SO KNOTTY,,g,6,31,5,M B Qureshi,Imdad Ali Khan
Race4,155005,53.5,b,7,DELHI,155005,5,235,681,1200,31,353,2 1/4,1:13.76,3/4,,,6,S,0,31,0,1002,18088,41782,2024-03-28,1791739,Juniper(USA),Pretty Brown Eyes,The Academy Takenpur Plate Div-2,61316,ROYAL BABY,MISS BROWNIE,m,6,31,2,R Yousaf,Mohsin Khan
Race4,155005,53,dkb,7,DELHI,155005,6,716,829,1200,0,353,,1:26.68,81,,,4,A,0,0,0,2164,18580,41782,2024-03-28,1791740,Tale of a Champion(USA),White Snowdrops,The Academy Takenpur Plate Div-2,63122,SILVER PEG,,f,3,30,7,Jai Parkash,Rajinder
Race4,155005,52.5,gr,7,DELHI,155005,7,261,2273,1200,29,353,3/4,1:13.63,0,,,1,A,0,32,123,1989,11678,41782,2024-03-28,1791741,Win Legend(JPN),Annakita,The Academy Takenpur Plate Div-2,56371,GOLD GRAY,ARMIN,g,9,29,1,Angad,Mallikarjun
Race5,155006,60,b,7,DELHI,155006,1,386,2340,1000,65,353,1,1:00.18,2,,-3.5,5,A,0,65,1141,1446,17629,41783,2024-03-28,1791742,Stardan(IRE),Pretty Commission,The South Zone Plate,57999,ORALIE,,g,8,65,3,Faizaan Khan,V S Parmar
Race5,155006,59.5,dkb,7,DELHI,155006,2,261,1501,1000,64,353,1 3/4,1:01.22,7 1/2,,,3,S,0,64,70,2179,17075,41783,2024-03-28,1791743,Knight's Tour(AUS),Second City(GB),The South Zone Plate,57801,EASTERN CROWN,,h,8,64,11,P Kiran Rai,Mallikarjun
Race5,155006,58,b,7,DELHI,155006,3,690,2141,1000,61,353,1 1/4,1:00.82,5 3/4,,,2,S,0,64,47,2039,16960,41783,2024-03-28,1791744,Air Support(USA),Crown Empress,The South Zone Plate,60323,FARRELL,,g,6,61,7,Muzammil Hashmi,Sarfaraz Khan
Race5,155006,57.5,b,7,DELHI,155006,4,716,2075,1000,60,353,1 1/4,1:00.64,4 1/2,,,9,S,0,57,1142,2078,17538,41783,2024-03-28,1791745,Whatsthescript(IRE),Eltiqaa(IRE),The South Zone Plate,61550,ATTENBOROUGH,,g,4,60,6,Akash Rajput,Rajinder
Race5,155006,54,b,7,DELHI,155006,5,246,754,1000,53,353,1/2,1:01.03,7,,,8,A,0,53,1187,1002,16520,41783,2024-03-28,1791746,Juniper(USA),NESAAH'S PRINCESS(GB),The South Zone Plate,60109,MISS MARMALADE,,m,7,53,8,Rajinder Saini,S Ali Khan
Race5,155006,53.5,b,7,DELHI,155006,6,802,51,1000,52,353,3/4,1:00.35,3,,,10,S,0,52,123,2155,17747,41783,2024-03-28,1791747,David Livingston(IRE),Fly Like The Wind,The South Zone Plate,59931,CLETUS,,g,6,52,4,G S Shekhawat,Imdad Ali Khan
Race5,155006,53,b,7,DELHI,155006,7,822,2339,1000,51,353,,1:01.52,9 1/4,,-5,12,S,0,54,0,1950,17882,41783,2024-03-28,1791748,Declaration of War(IRE),Strides Of Glory,The South Zone Plate,61474,HEER,GOD IS KIND,m,5,51,12,Shivam,R KUMAR
Race5,155006,52.5,b,7,DELHI,155006,8,387,2078,1000,42,353,Neck,0:59.80,0,,,1,A,0,45,93,2152,16326,41783,2024-03-28,1791749,Ampere(FR),SILK ROAD(GB),The South Zone Plate,61070,ASHWA YASHODHRA,RUE ST HONORE',m,6,50,1,M B Qureshi,S Nawab
Race5,155006,52.5,dkb,7,DELHI,155006,9,261,2273,1000,50,353,3/4,1:00.50,3 3/4,,,6,A,0,50,1192,1002,17919,41783,2024-03-28,1791750,Juniper(USA),Spiritofexcellence,The South Zone Plate,59602,IMMORTAL GUEST,,m,7,50,5,Angad,Mallikarjun
Race5,155006,52,b,7,DELHI,155006,10,231,753,1000,49,353,Neck,1:01.16,7 1/2,,,11,S,0,51,64,1931,16052,41783,2024-03-28,1791751,Opportunist(IRE),FOREST NATIVE,The South Zone Plate,2684,FARGO,,m,8,49,10,Riazuddin,H Ali Khan
Race5,155006,51.5,b,7,DELHI,155006,11,231,2331,1000,48,353,2,0:59.86,0,,-1.5,7,A,0,48,76,1931,15773,41783,2024-03-28,1791752,Opportunist(IRE),DON'T BE SILLY (USA),The South Zone Plate,58134,KAFTAN,,g,7,48,2,Arjun,H Ali Khan
Race5,155006,51.5,b,7,DELHI,155006,12,717,752,1000,48,353,Neck,1:01.12,7 1/2,,,4,A,0,45,1141,1446,18073,41783,2024-03-28,1791753,Stardan(IRE),Sylvinia,The South Zone Plate,61215,SENOR,,g,5,48,9,K Sunny Kumar,Ajay Sharma
Race6,155007,59.5,ch,7,DELHI,155007,1,261,1501,1400,26,353,3/4,1:26.43,5 1/4,,,1,A,0,29,163,2095,14128,41784,2024-03-28,1791754,Dean's Kitten(USA),HAWAFIZ(GB),The J & K Zone Plate,58165,STRIKING DISTANCE,,m,8,26,4,P Kiran Rai,Mallikarjun
Race6,155007,59,dkb,7,DELHI,155007,2,716,2272,1400,25,353,2,1:25.69,3/4,,-2.5,11,A,0,28,0,2172,17715,41784,2024-03-28,1791755,Perfect Stride(GB),Raw Silk,The J & K Zone Plate,61288,STRIDE AWAY,ADRIANNO,r,5,25,2,Abdul Fazal,Rajinder
Race6,155007,58.5,b,7,DELHI,155007,3,231,829,1400,24,353,Neck,1:27.86,13 3/4,,,5,A,0,24,75,1931,13817,41784,2024-03-28,1791756,Opportunist(IRE),R VALID GIRL(USA),The J & K Zone Plate,58135,ZELBET,,m,8,24,10,Jai Parkash,H Ali Khan
Race6,155007,56,ch,7,DELHI,155007,4,261,681,1400,19,353,1,1:27.90,13 3/4,,,2,S,0,19,1142,1972,16457,41784,2024-03-28,1791757,Kingda Ka(AUS),Carousel,The J & K Zone Plate,57582,DOMINANT,,g,7,19,11,R Yousaf,Mallikarjun
Race6,155007,56,dkb,7,DELHI,155007,5,235,36,1400,19,353,2 1/4,1:26.61,6,,,4,A,0,22,0,2171,14893,41784,2024-03-28,1791758,Leitir Mor(IRE),DERAASAAT(GB),The J & K Zone Plate,60346,SIR MOR,,g,6,19,6,Dilip Singh,Mohsin Khan
Race6,155007,54,b,7,DELHI,155007,6,723,754,1400,15,353,2 1/2,1:26.00,2 3/4,,,10,A,0,18,93,2152,17027,41784,2024-03-28,1791759,Ampere(FR),Hugoshair(IRE),The J & K Zone Plate,61548,DIGAMBER,DIAMONDINTHEROUGH,g,5,15,3,Rajinder Saini,R K Saini
Race6,155007,53,b,7,DELHI,155007,7,386,771,1400,16,353,2 1/4,1:27.21,9 3/4,,,3,A,0,13,0,1446,18083,41784,2024-03-28,1791760,Stardan(IRE),Pretty Woman,The J & K Zone Plate,61301,AKSHAYAGUNA,BREAKTHROUGH,g,6,13,8,K Narender Kumar,V S Parmar
Race6,155007,53,ch,7,DELHI,155007,8,802,2340,1400,13,353,1 1/2,1:26.95,8 1/4,,-3.5,6,S,0,6,64,2095,14186,41784,2024-03-28,1791761,Dean's Kitten(USA),INDIRA(GB),The J & K Zone Plate,58287,GIRL POWER,,m,8,13,7,Faizaan Khan,Imdad Ali Khan
Race6,155007,53,dkb,7,DELHI,155007,9,261,2273,1400,13,353,Shd,1:28.05,14 3/4,,,12,A,0,13,53,1976,16433,41784,2024-03-28,1791762,Top Class(USA),Abdicate(IRE),The J & K Zone Plate,59100,OSIBISA,,m,7,13,12,Angad,Mallikarjun
Race6,155007,52,b,7,DELHI,155007,10,716,2075,1400,11,353,1 3/4,1:27.56,12,,,7,A,0,11,199,2159,11632,41784,2024-03-28,1791763,Saamidd(GB),Amorous Girl,The J & K Zone Plate,57289,SUN LIGHT,,m,8,11,9,Akash Rajput,Rajinder
Race6,155007,51.5,ch,7,DELHI,155007,11,387,2331,1400,10,353,Head,1:26.58,6,,-1.5,8,A,0,13,163,2095,11709,41784,2024-03-28,1791764,Dean's Kitten(USA),SEXY GAL,The J & K Zone Plate,57982,ASHWA SABIRA,,m,7,10,5,Arjun,S Nawab
Race6,155007,50.5,b,7,DELHI,155007,12,822,2080,1400,8,353,,1:28.06,14 3/4,,,13,S,0,4,442,1972,16951,41784,2024-03-28,1791765,Kingda Ka(AUS),Silken Dancer,The J & K Zone Plate,61918,MORE BUCKS,,f,4,8,13,Praveen Saini,R KUMAR
Race6,155007,50,b,7,DELHI,155007,13,386,1515,1400,13,353,3/4,1:25.57,0,,,9,A,0,16,0,1446,17787,41784,2024-03-28,1791766,Stardan(IRE),Passion 'N' Flames,The J & K Zone Plate,60064,LUCKY LIPS,,m,6,7,1,D S Deora,V S Parmar
